source,title,price_lkr,price_raw,location,district,property_type,ad_type,bedrooms,bathrooms,land_size_perches,floor_area_sqft,description,url,scraped_at
ikman.lk,Single Storied House for Sale in Prime Evoke Kadawatha,21750000.0,"Rs 21,750,000",Gampaha,Gampaha,Houses For Sale,for_sale,2,1,,,"Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/single-storied-house-for-sale-in-prime-evoke-kadawatha-for-sale-gampaha-1,2026-02-21T16:07:04.864998
ikman.lk,(DH659) Two Storey House For Sale in Kottawa,35000000.0,"Rs 35,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/dh659-two-storey-house-for-sale-in-kottawa-for-sale-colombo-3,2026-02-21T16:07:04.864998
ikman.lk,(DH680) Brand New Two Story HouseÂ WithÂ Rooftop For Sale in Kottawa,37500000.0,"Rs 37,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/dh680-brand-new-two-story-house-with-rooftop-for-sale-in-kottawa-for-sale-colombo-11,2026-02-21T16:07:04.864998
ikman.lk,Super Luxury Modern House for Sale â Thalawathugoda,28500000.0,"Rs 28,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/super-luxury-modern-house-for-sale-thalawathugoda-for-sale-colombo-5,2026-02-21T16:07:04.864998
ikman.lk,Newly Built 2 Story House For Sale In Moratuwa - CH1678,75000000.0,"Rs 75,000,000",Colombo,Colombo,Houses For Sale,for_sale,8,3,,,"Bedrooms: 8, Bathrooms: 3",https://ikman.lk/en/ad/newly-built-2-story-house-for-sale-in-moratuwa-ch1678-for-sale-colombo-5,2026-02-21T16:07:04.864998
ikman.lk,House for Sale in Ratmalana,55000000.0,"Rs 55,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-ratmalana-for-sale-colombo-841,2026-02-21T16:07:04.864998
ikman.lk,Construction Luxury House for Sale in Negombo,41000000.0,"Rs 41,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/construction-luxury-house-for-sale-in-negombo-for-sale-gampaha,2026-02-21T16:07:04.864998
ikman.lk,(DH798) Brand New Three Storey House For Sale in Diyagama,36500000.0,"Rs 36,500,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/dh798-brand-new-three-storey-house-for-sale-in-diyagama-for-sale-colombo-7,2026-02-21T16:07:04.864998
ikman.lk,Newly Built Single-Storey House for Sale Horana,23800000.0,"Rs 23,800,000",Kalutara,Kalutara,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/newly-built-single-storey-house-for-sale-horana-for-sale-kalutara,2026-02-21T16:07:06.306840
ikman.lk,Spacious 5 Bedroom Two-Storey House for Sale in Kolonnawa,85000000.0,"Rs 85,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/spacious-5-bedroom-two-storey-house-for-sale-in-kolonnawa-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,Homagama Gated Community 2 Br A/c Single Storey House for Sale,16500000.0,"Rs 16,500,000",Colombo,Colombo,Houses For Sale,for_sale,2,1,,,"Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/homagama-gated-community-2-br-a-c-single-storey-house-for-sale-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,5 Bed New House for Sale Kesbewa,45000000.0,"Rs 45,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,4,,,"Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/5-bed-new-house-for-sale-kesbewa-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,Brand New Luxury House for sale in Piliyandala Madapatha Rd,47500000.0,"Rs 47,500,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-in-piliyandala-madapatha-rd-for-sale-colombo-6,2026-02-21T16:07:06.306840
ikman.lk,(RH500) 3BR House for Sale in Panadura Nalluruwa,30000000.0,"Rs 30,000,000",Kalutara,Kalutara,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/rh500-3br-house-for-sale-in-panadura-nalluruwa-for-sale-kalutara,2026-02-21T16:07:06.306840
ikman.lk,"Brand New Luxury House For Sale- Thalawathugoda,Battaramulla",56000000.0,"Rs 56,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-thalawathugodabattaramulla-for-sale-colombo-259,2026-02-21T16:07:06.306840
ikman.lk,Eye catching |luxurious |House for sale in Panadura,132500000.0,"Rs 132,500,000",Kalutara,Kalutara,Houses For Sale,for_sale,6,4,,,"Bedrooms: 6, Bathrooms: 4",https://ikman.lk/en/ad/eye-catching-luxurious-house-for-sale-in-panadura-for-sale-kalutara-12,2026-02-21T16:07:06.306840
ikman.lk,"Ethul Kotte, Rampart Road Elegant 02 Storied House for Sale",60000000.0,"Rs 60,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/ethul-kotte-rampart-road-elegant-02-storied-house-for-sale-for-sale-colombo-5,2026-02-21T16:07:06.306840
ikman.lk,"Luxury Two Storey House For Sale In Pannala, Mellawagedara K - 35",19500000.0,"Rs 19,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/luxury-two-storey-house-for-sale-in-pannala-mellawagedara-k-35-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,House for sale in Kurunegala 69P,5500000.0,"Rs 5,500,000",Kurunegala,Kurunegala,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-kurunegala-69p-for-sale-kurunegala,2026-02-21T16:07:06.306840
ikman.lk,House for Sale Panadura,35000000.0,"Rs 35,000,000",Kalutara,Kalutara,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-panadura-for-sale-kalutara-1016,2026-02-21T16:07:06.306840
ikman.lk,brand new luxury house for sale in kotte with elivators,128000000.0,"Rs 128,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-in-kotte-with-elivators-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,Newly Built |Spacious | House for sale in Homagama,48000000.0,"Rs 48,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/newly-built-spacious-house-for-sale-in-homagama-for-sale-colombo-7,2026-02-21T16:07:06.306840
ikman.lk,(KH712) 5BR Three Storey House for Sale in Kirillawala â Kadawatha,39900000.0,"Rs 39,900,000",Gampaha,Gampaha,Houses For Sale,for_sale,5,3,,,"Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/kh712-5br-three-storey-house-for-sale-in-kirillawala-kadawatha-for-sale-gampaha,2026-02-21T16:07:06.306840
ikman.lk,(KH711) 4BR House for Sale in Kiribathgoda,20000000.0,"Rs 20,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/kh711-4br-house-for-sale-in-kiribathgoda-for-sale-gampaha,2026-02-21T16:07:06.306840
ikman.lk,"Single-Story House for Sale in Kadana, Just 600m from Kandana Center",16000000.0,"Rs 16,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/single-story-house-for-sale-in-kadana-just-600m-from-kandana-center-for-sale-gampaha,2026-02-21T16:07:06.306840
ikman.lk,(DH1119) Brand New 3 Storey House for Sale in Prime Aurora Mattegoda,34500000.0,"Rs 34,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/dh1119-brand-new-3-storey-house-for-sale-in-prime-aurora-mattegoda-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,Spacious 2-Storey House for Sale in Piliyandala â Prime Location,40000000.0,"Rs 40,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/spacious-2-storey-house-for-sale-in-piliyandala-prime-location-for-sale-colombo-3,2026-02-21T16:07:06.306840
ikman.lk,House for Sale in Thalawathugoda,85000000.0,"Rs 85,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/house-for-sale-in-thalawathugoda-for-sale-colombo-2622,2026-02-21T16:07:06.306840
ikman.lk,Kotte - Well Built House for Sale,160000000.0,"Rs 160,000,000",Colombo,Colombo,Houses For Sale,for_sale,9,6,,,"Bedrooms: 9, Bathrooms: 6",https://ikman.lk/en/ad/kotte-well-built-house-for-sale-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,"2-Bedroom House in Gunasinghapura, Colombo 12",7900000.0,"Rs 7,900,000",Colombo,Colombo,Houses For Sale,for_sale,2,1,,,"Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/2-bedroom-house-in-gunasinghapura-colombo-12-for-sale-colombo,2026-02-21T16:07:06.306840
ikman.lk,Modern House for Sale in Athurugiriya,39000000.0,"Rs 39,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/modern-house-for-sale-in-athurugiriya-for-sale-colombo-382,2026-02-21T16:07:06.306840
ikman.lk,Modern House for Sale in Thalawathugoda,68500000.0,"Rs 68,500,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/modern-house-for-sale-in-thalawathugoda-for-sale-colombo-792,2026-02-21T16:07:06.306840
ikman.lk,Brand New House for Sale in Thalawathugoda,88000000.0,"Rs 88,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/brand-new-house-for-sale-in-thalawathugoda-for-sale-colombo-2179,2026-02-21T16:07:06.306840
ikman.lk,Brand New House for Sale in Kottawa,56000000.0,"Rs 56,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/brand-new-house-for-sale-in-kottawa-for-sale-colombo-513,2026-02-21T16:07:06.306840
ikman.lk,Homagama Gated Community 2 Br A/c Single Storey House for Sale,16500000.0,"Rs 16,500,000",Colombo,Colombo,Houses For Sale,for_sale,2,1,,,"Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/homagama-gated-community-2-br-a-c-single-storey-house-for-sale-for-sale-colombo,2026-02-21T16:07:08.084094
ikman.lk,Perfect 2 Story Mint Conditions Luxury New House For Sale In Negombo,35000000.0,"Rs 35,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/perfect-2-story-mint-conditions-luxury-new-house-for-sale-in-negombo-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,à¶­à¶±à·à¶¸à·à¶½à· à¶à¶½à·à¶­à·à¶¸ à¶±à·à·à·à¶à· à¶à¶­à·à¶»à·à¶à·à¶»à·à¶ºà·à¶±à·,24000000.0,"Rs 24,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/tnimhl-alutm-nivsk-aturugiriyen-for-sale-colombo-10,2026-02-21T16:07:08.084094
ikman.lk,Modern Two-Storey House for Sale â Near Negombo & Airport,27500000.0,"Rs 27,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/modern-two-storey-house-for-sale-near-negombo-and-airport-for-sale-gampaha-27,2026-02-21T16:07:08.084094
ikman.lk,Best Single Storied House Sale Athurugiriya,19500000.0,"Rs 19,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/best-single-storied-house-sale-athurugiriya-for-sale-colombo-16,2026-02-21T16:07:08.084094
ikman.lk,Excellent 4 Bed Rooms 2 Story Luxury Completed House For Sale In Negombo,41000000.0,"Rs 41,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/excellent-4-bed-rooms-2-story-luxury-completed-house-for-sale-in-negombo-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,4 Bedrooms 2 Story House for sale in Athurugiriya,29500000.0,"Rs 29,500,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/4-bedrooms-2-story-house-for-sale-in-athurugiriya-for-sale-colombo-4,2026-02-21T16:07:08.084094
ikman.lk,Brand New House for Sale in Gampaha Veyangoda,13500000.0,"Rs 13,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/brand-new-house-for-sale-in-gampaha-veyangoda-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,Complete House For Sale Negombo,25000000.0,"Rs 25,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/complete-house-for-sale-negombo-for-sale-gampaha-44,2026-02-21T16:07:08.084094
ikman.lk,"Spacious Multi-Unit Luxury Residence in Paradeka, Kandy | SH15305",32000000.0,"Rs 32,000,000",Colombo,Colombo,Houses For Sale,for_sale,8,6,,,"Bedrooms: 8, Bathrooms: 6",https://ikman.lk/en/ad/spacious-multi-unit-luxury-residence-in-paradeka-kandy-sh15305-for-sale-colombo,2026-02-21T16:07:08.084094
ikman.lk,Beautiful Brand New 2 Story House For Sale Negombo,35000000.0,"Rs 35,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/beautiful-brand-new-2-story-house-for-sale-negombo-for-sale-gampaha-23,2026-02-21T16:07:08.084094
ikman.lk,Beautiful Brand New 2 Story House For Sale Negombo,35000000.0,"Rs 35,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/beautiful-brand-new-2-story-house-for-sale-negombo-for-sale-gampaha-24,2026-02-21T16:07:08.084094
ikman.lk,"Brand New Luxury House for Sale - Nugegoda, Delkanda",52000000.0,"Rs 52,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,3,,,"Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-nugegoda-delkanda-for-sale-colombo-265,2026-02-21T16:07:08.084094
ikman.lk,"Brand New Luxury House For Sale Pelawattha,Battaramulla",69500000.0,"Rs 69,500,000",Colombo,Colombo,Houses For Sale,for_sale,5,4,,,"Bedrooms: 5, Bathrooms: 4",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-pelawatthabattaramulla-for-sale-colombo-44,2026-02-21T16:07:08.084094
ikman.lk,"Brand New Luxury House For Sale Thalawathugoda,Battaramulla",56000000.0,"Rs 56,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-thalawathugodabattaramulla-for-sale-colombo-255,2026-02-21T16:07:08.084094
ikman.lk,Luxurious Modern 2-Storey Brand New House for Sale â Piliyandala Gem,44000000.0,"Rs 44,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/luxurious-modern-2-storey-brand-new-house-for-sale-piliyandala-gem-for-sale-colombo-9,2026-02-21T16:07:08.084094
ikman.lk,Beautiful Newly Build House For Sale Negombo,26500000.0,"Rs 26,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/beautiful-newly-build-house-for-sale-negombo-for-sale-gampaha-3,2026-02-21T16:07:08.084094
ikman.lk,Luxury Housing project for sale in Kahathuduwa,33800000.0,"Rs 33,800,000",Colombo,Colombo,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/luxury-housing-project-for-sale-in-kahathuduwa-for-sale-colombo-5,2026-02-21T16:07:08.084094
ikman.lk,à¶à·à¶­à·à¶©à·à·à·à¶±à· à·à¶§à·à¶±à· à¶à¶à¶à·à¶¸à·à¶´à·à¶»à·à¶« à¶¯à·à¶¸à·à¶½à· à¶±à·à·à·à· à·à·âà¶ºà·à¶´à·à¶­à·à¶º,33800000.0,"Rs 33,800,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/khtudduven-vttinaa-angsmpuurnn-demhl-nivaas-vyaaprtiy-for-sale-colombo,2026-02-21T16:07:08.084094
ikman.lk,Well Build Brand New Upstairs House Sale Ahurugiriya,35000000.0,"Rs 35,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/well-build-brand-new-upstairs-house-sale-ahurugiriya-for-sale-colombo,2026-02-21T16:07:08.084094
ikman.lk,(HH194) Two Storey House for Sale in Kelaniya,45000000.0,"Rs 45,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/hh194-two-storey-house-for-sale-in-kelaniya-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,Panadura Kiriberiya House For Sale,17500000.0,"Rs 17,500,000",Kalutara,Kalutara,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/panadura-kiriberiya-house-for-sale-for-sale-kalutara,2026-02-21T16:07:08.084094
ikman.lk,(HH193) Two Storey House for Sale in Kadawatha,32500000.0,"Rs 32,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,5,6,,,"Bedrooms: 5, Bathrooms: 6",https://ikman.lk/en/ad/hh193-two-storey-house-for-sale-in-kadawatha-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,(HH192) Brand New Modern House For Sale in Kadawatha,25300000.0,"Rs 25,300,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/hh192-brand-new-modern-house-for-sale-in-kadawatha-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,completed house sale in Ja ela,12500000.0,"Rs 12,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/completed-house-sale-in-ja-ela-for-sale-gampaha-47,2026-02-21T16:07:08.084094
ikman.lk,(HH191) 4BR Two Storey House for Sale in Kadawatha,38500000.0,"Rs 38,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/hh191-4br-two-storey-house-for-sale-in-kadawatha-for-sale-gampaha,2026-02-21T16:07:08.084094
ikman.lk,House for Sale in Moratuwa,36000000.0,"Rs 36,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,3,,,"Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-moratuwa-for-sale-colombo-1730,2026-02-21T16:07:10.483040
ikman.lk,Two Storey 5 Bedrooms House for Sale in Piliyandala Kahathuduwa,26500000.0,"Rs 26,500,000",Colombo,Colombo,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/two-storey-5-bedrooms-house-for-sale-in-piliyandala-kahathuduwa-for-sale-colombo-1,2026-02-21T16:07:10.483040
ikman.lk,2 Storied Valuable house For Sale Malabe,26000000.0,"Rs 26,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/2-storied-valuable-house-for-sale-malabe-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,(HH190) Three Story Furnished House For Sale In Kiribathgoda,82500000.0,"Rs 82,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,6,,,"Bedrooms: 4, Bathrooms: 6",https://ikman.lk/en/ad/hh190-three-story-furnished-house-for-sale-in-kiribathgoda-for-sale-gampaha,2026-02-21T16:07:10.483040
ikman.lk,completed house sale in Kandana,12800000.0,"Rs 12,800,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/completed-house-sale-in-kandana-for-sale-gampaha-10,2026-02-21T16:07:10.483040
ikman.lk,(HH189) Brand new 4BR Luxury house for sale in Kiribathgoda,55000000.0,"Rs 55,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/hh189-brand-new-4br-luxury-house-for-sale-in-kiribathgoda-for-sale-gampaha,2026-02-21T16:07:10.483040
ikman.lk,All Facility With Brand New House Sale Malabe,34500000.0,"Rs 34,500,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/all-facility-with-brand-new-house-sale-malabe-for-sale-colombo-15,2026-02-21T16:07:10.483040
ikman.lk,Ja Ela House for Sale,18000000.0,"Rs 18,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,2,1,,,"Bedrooms: 2, Bathrooms: 1",https://ikman.lk/en/ad/ja-ela-house-for-sale-for-sale-gampaha-65,2026-02-21T16:07:10.483040
ikman.lk,3beds house sale in Ja ela,11000000.0,"Rs 11,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/3beds-house-sale-in-ja-ela-for-sale-gampaha-1,2026-02-21T16:07:10.483040
ikman.lk,House for Sale in Battaramulla,150000000.0,"Rs 150,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,3,,,"Bedrooms: 5, Bathrooms: 3",https://ikman.lk/en/ad/house-for-sale-in-battaramulla-for-sale-colombo-1655,2026-02-21T16:07:10.483040
ikman.lk,House for Sale in Piliyandala,495000000.0,"Rs 495,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,4,,,"Bedrooms: 3, Bathrooms: 4",https://ikman.lk/en/ad/house-for-sale-in-piliyandala-for-sale-colombo-8272,2026-02-21T16:07:10.483040
ikman.lk,House for Sale in Kandy,130000000.0,"Rs 130,000,000",Kandy,Kandy,Houses For Sale,for_sale,5,5,,,"Bedrooms: 5, Bathrooms: 5",https://ikman.lk/en/ad/house-for-sale-in-kandy-for-sale-kandy-1913,2026-02-21T16:07:10.483040
ikman.lk,(AF662) 02 Story House With 11.5 P Sale At Ebuldeneya,55000000.0,"Rs 55,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,3,,,"Bedrooms: 4, Bathrooms: 3",https://ikman.lk/en/ad/af662-02-story-house-with-115-p-sale-at-ebuldeneya-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,(MH461) Brand New Single Storey House for Sale in Malabe,19500000.0,"Rs 19,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,2,,,"Bedrooms: 3, Bathrooms: 2",https://ikman.lk/en/ad/mh461-brand-new-single-storey-house-for-sale-in-malabe-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,(AF663) New 4 Story Luxury Villa for Sale Kesbewa,37000000.0,"Rs 37,000,000",Colombo,Colombo,Houses For Sale,for_sale,5,2,,,"Bedrooms: 5, Bathrooms: 2",https://ikman.lk/en/ad/af663-new-4-story-luxury-villa-for-sale-kesbewa-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,(AF664) ðð¬ð¤ ð¨ð©ð¤ð§ð® ðð¤ðªð¨ð for Sale With Furniture #Panadura,52500000.0,"Rs 52,500,000",Kalutara,Kalutara,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/af664-for-sale-with-furniture-panadura-for-sale-kalutara,2026-02-21T16:07:10.483040
ikman.lk,(MH459) Brand New Modern 2 Storey House for Sale in Athurugiriya,36500000.0,"Rs 36,500,000",Colombo,Colombo,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/mh459-brand-new-modern-2-storey-house-for-sale-in-athurugiriya-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,"(MH458) Modern Two Storey House for Sale in Arangala, Malabe",70000000.0,"Rs 70,000,000",Colombo,Colombo,Houses For Sale,for_sale,3,3,,,"Bedrooms: 3, Bathrooms: 3",https://ikman.lk/en/ad/mh458-modern-two-storey-house-for-sale-in-arangala-malabe-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,à¶±à·à¶§à·à¶§à¶¹à·à· à¶»à¶±à·à¶´à·à¶à·à¶«à¶à¶¸ à·à·à¶à·à¶¸à· à¶à¶à·à¶±à· à¶±à·à·à·à¶à·,9000000.0,"Rs 9,000,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/nittttmbuv-rnpokunngm-skiim-eken-nivsk-for-sale-gampaha,2026-02-21T16:07:10.483040
ikman.lk,completed house sale in Ragama,13500000.0,"Rs 13,500,000",Gampaha,Gampaha,Houses For Sale,for_sale,3,1,,,"Bedrooms: 3, Bathrooms: 1",https://ikman.lk/en/ad/completed-house-sale-in-ragama-for-sale-gampaha-2,2026-02-21T16:07:10.483040
ikman.lk,(MH457) Four Storey House for Sale in Malabe,43000000.0,"Rs 43,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/mh457-four-storey-house-for-sale-in-malabe-for-sale-colombo,2026-02-21T16:07:10.483040
ikman.lk,2 Story House For Sale In Bandaragama - CH1677,29500000.0,"Rs 29,500,000",Kalutara,Kalutara,Houses For Sale,for_sale,4,2,,,"Bedrooms: 4, Bathrooms: 2",https://ikman.lk/en/ad/2-story-house-for-sale-in-bandaragama-ch1677-for-sale-kalutara-3,2026-02-21T16:07:10.483040
ikman.lk,Luxury Houses for Sale in Malabe,56000000.0,"Rs 56,000,000",Colombo,Colombo,Houses For Sale,for_sale,4,4,,,"Bedrooms: 4, Bathrooms: 4",https://ikman.lk/en/ad/luxury-houses-for-sale-in-malabe-for-sale-colombo,2026-02-21T16:07:10.483040
